line_number,committee_name,filing_form,is_notice,file_number,related_line_number,committee_id,payee_prefix,payee_first_name,payee_middle_name,payee_last_name,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,filer_first_name,filer_middle_name,filer_last_name,filer_suffix,filer_prefix,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,expenditure_description,expenditure_date,expenditure_amount,office_total_ytd,category_code,support_oppose_indicator,notary_sign_date,dissemination_date,candidate_party,most_recent,transaction_id,image_number,entity_type,amendment_indicator,memo_code,memo_text,back_reference_transaction_id,back_reference_schedule_name,load_timestamp
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,665,C90011891,,Angel,,Ramos,,2129 Summertime Drive #1601,,Charlotte,NC,28262,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,135,165079.28,,S,,,REP,,F57.11232,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,666,C90011891,,Joseph,,Rawley,,2000 Denton Drive,,North Chesterfield,VA,23235,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,75,4381.82,,S,,,REP,,F57.9929,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,667,C90011891,,Joseph,,Rawley,,2000 Denton Drive,,North Chesterfield,VA,23235,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,11-10-2024,102.45,148153.9,,S,,,REP,,F57.11256,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,668,C90011891,,,,Relyus,,3469 Black & Decker Road,,Hope Mills,NC,28348,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Print literature,09-10-2024,5625,37165.84,,S,,,REP,,F57.11104,2.02507E+17,ORG,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,669,C90011891,,Shirley,,Requard,,2942 N Longhorn Drive,,Tucson,AZ,85749,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,43.75,25619.74,,S,,,REP,,F57.11037,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,670,C90011891,,Damien,,Retzlaff,,3076 E Kingbird Place,,Chandler,AZ,85286,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,62.5,18406.08,,S,,,REP,,F57.10574,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,671,C90011891,,Damien,,Retzlaff,,3076 E Kingbird Place,,Chandler,AZ,85286,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,11-10-2024,87.5,160997.93,,S,,,REP,,F57.12180,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,672,C90011891,,Carolina,,Reyes,,4109 E Chicago Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,120,8562.21,,S,,,REP,,F57.10140,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,673,C90011891,,Carolina,,Reyes,,4109 E Chicago Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,10-10-2024,30,138821.37,,S,,,REP,,F57.11569,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,674,C90011891,,Daniel,,Reyes,,4109 E Chicago Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canassing,09-10-2024,22.5,9002.21,,S,,,REP,,F57.10151,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,675,C90011891,,Daniel,,Reyes,,4109 E Chicago Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,10-10-2024,127.5,138968.87,,S,,,REP,,F57.11577,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,676,C90011891,,Daniel,,Reyes,,4109 E Chicago Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,11-10-2024,150,153176.06,,S,,,REP,,F57.11578,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,677,C90011891,,Daniel,,Reyes,,4109 E Chicago Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,120,175112.3,,S,,,REP,,F57.11580,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,678,C90011891,,Diana,,Reyes,,2232 S Nellis Blvd #G3-245,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,120,9457.31,,S,,,REP,,F57.10158,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,679,C90011891,,Diana,,Reyes,,2232 S Nellis Blvd #G3-245,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,10-10-2024,75,139043.87,,S,,,REP,,F57.11586,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,680,C90011891,,Elias,G,Reyes,,7808 Sun Lane,,Rosemead,CA,91770,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,131.25,9648.56,,S,,,REP,,F57.10160,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,681,C90011891,,Elias,,Reyes,Jr.,4109 E Chicago Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,131.25,9779.81,,S,,,REP,,F57.10161,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,682,C90011891,,JulinaJade,,Reyes,,924 S Oakwood Drive,,Tempe,AZ,85288,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,125,21832.23,,S,,,REP,,F57.10752,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,683,C90011891,,Mayre,,Reyes,,1018 N Caldwell Street #303,,Charlotte,NC,28206,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,28.13,4976.2,,S,,,REP,,F57.9947,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,684,C90011891,,Mayre,,Reyes,,1018 N Caldwell Street #303,,Charlotte,NC,28206,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,12-10-2024,175,167501.3,,S,,,REP,,F57.11264,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,685,C90011891,,Tyson,,Reynolds,,464 Hidden Meadow Way,,Farmington,UT,84025,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,37.5,26787.63,,S,,,REP,,F57.11058,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,686,C90011891,,Ann,,Richardson,,7826 W Dreyfus Road,,Peoria,AZ,85381,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,37.5,16461.7,,S,,,REP,,F57.10532,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,687,C90011891,,Ann,,Richardson,,7826 W Dreyfus Road,,Peoria,AZ,85381,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,12-10-2024,143.75,187857.44,,S,,,REP,,F57.12062,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,688,C90011891,,Joseph,,Ringler,,12550 Rachael Drive,,Rogers,MN,55374,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,12.5,6919.45,,S,,,REP,,F57.10026,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,689,C90011891,,Joseph,,Ringler,,12550 Rachael Drive,,Rogers,MN,55374,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,10-10-2024,12.5,136856.88,,S,,,REP,,F57.11135,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,690,C90011891,,Lindsey,,Ringler,,12550 Rachael Drive,,Rogers,MN,55374,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,12.5,7069.45,,S,,,REP,,F57.10030,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,691,C90011891,,Lindsey,,Ringler,,12550 Rachael Drive,,Rogers,MN,55374,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,12-10-2024,37.5,164501.15,,S,,,REP,,F57.11205,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,692,C90011891,,Ulises,,Rios,,3454 Grouse House Lane,,North Las Vegas,NV,89084,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,75,15667.32,,S,,,REP,,F57.10437,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,693,C90011891,,Ulises,,Rios,,4921 W Sparkling Avenue,,Las Vegas,NV,89130,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,150,179931.06,,S,,,REP,,F57.11742,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,694,C90011891,,JoAnne,,Robbins,,4202 E Broadway Road #224,,Mesa,AZ,85206,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,45,21193.48,,S,,,REP,,F57.10739,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,695,C90011891,,JoAnne,,Robbins,,4202 E Broadway Road #224,,Mesa,AZ,85206,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,11-10-2024,52.5,162756.69,,S,,,REP,,F57.12309,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,168,C90011891,,Albert,,Choi,,1555 N Canyon Road #247,,Provo,UT,84604,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,11-10-2024,12.5,159868.55,,S,,,REP,,F57.12075,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,169,C90011891,,Amierah,,Cilione,,214 S 8th Street #14,,Las Vegas,NV,89101,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,30,7872.21,,S,,,REP,,F57.10126,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,170,C90011891,,Amierah,,Cilione,,214 S 8th Street #14,,Las Vegas,NV,89101,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,165,173299.8,,S,,,REP,,F57.11561,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,171,C90011891,,Anna,,Clark,,1301 W Vinovo,,Oro Valley,AZ,85755,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,12-10-2024,37.5,189084.79,,S,,,REP,,F57.12081,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,172,C90011891,,Kimetra,,Clark,,1210 McKenna Blvd #406,,Madison,ID,53719,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,45,12016.06,,S,,,REP,,F57.10302,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,173,C90011891,,Leanna,,Coleman,,241 W St Louis #24,,Las Vegas,NV,89121,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,60,12343.56,,S,,,REP,,F57.10308,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,174,C90011891,,Leanna,,Coleman,,241 W St Louis #24,,Las Vegas,NV,89121,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,60,177778.55,,S,,,REP,,F57.11660,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,175,C90011891,,Quadale,,Coleman,,3976 Avonwood Avenue,,Las Vegas,NV,89121,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,75,13668.56,,S,,,REP,,F57.10327,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,176,C90011891,,Quadale,,Coleman,,3976 Avonwood Avenue,,Las Vegas,NV,89121,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,60,178414.8,,S,,,REP,,F57.11705,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,177,C90011891,,Leif,,Collins,,1318 N Malibu Lane,,Gilbert,AZ,85234,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,30,22428.48,,S,,,REP,,F57.10883,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,178,C90011891,,Luke,,Collins,,1318 N Malibu Lane,,Gilbert,AZ,85234,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,60,23193.48,,S,,,REP,,F57.10896,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,179,C90011891,,Mark,,Connor,,664 Laurel Avenue #7,,St Paul,MN,55104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,12.5,7081.95,,S,,,REP,,F57.10031,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,180,C90011891,,Mark,,Connor,,664 Laurel Avenue #7,,St Paul,MN,55104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,12-10-2024,112.5,163446.07,,S,,,REP,,F57.11138,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,181,C90011891,,Brigham,,Conover,,1169 W Sierra Madre Avenue,,Gilbert,AZ,85233,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,82.5,17157.33,,S,,,REP,,F57.10550,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,182,C90011891,,Brigham,,Conover,,1169 W Sierra Madre Avenue,,Gilbert,AZ,85233,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,10-10-2024,7.5,145188.1,,S,,,REP,,F57.12116,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,183,C90011891,,Jasmine,,Cooley,,2617 Calico Hearts Court,,Las Vegas,NV,89106,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,72.5,10587.31,,S,,,REP,,F57.10175,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,184,C90011891,,Tiffany,,Cottrell,,2772 Apollo Way #101,,Corona,CA,92883,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,75,15089.82,,S,,,REP,,F57.10429,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,185,C90011891,,Tiffany,,Cottrell,,2772 Apollo Way #101,,Corona,CA,92883,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,12-10-2024,25,179406.06,,S,,,REP,,F57.11732,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,186,C90011891,,Pamela,,Curtis,,5297 Cornhusk Lane,,Omro,WI,54963,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,31.25,2401.68,,S,,,REP,,F57.9819,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,187,C90011891,,Pamela,,Curtis,,5297 Cornhusk Lane,,Omro,WI,54963,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,11-10-2024,18.75,152052.31,,S,,,REP,,F57.11437,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,188,C90011891,,Catia,Ventura,Damitio,,615 Sam Leone Court,,Las Vegas,NV,89138,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,120,8712.21,,S,,,REP,,F57.10144,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,189,C90011891,,Catia,Ventura,Damitio,,615 Sam Leone Court,,Las Vegas,NV,89138,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,300,174167.3,,S,,,REP,,F57.11571,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,190,C90011891,,Donna,,Daniels,,2701 W Nido Avenue,,Mesa,AZ,85202,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,33.75,19221.1,,S,,,REP,,F57.10704,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,191,C90011891,,Donna,,Daniels,,2701 W Nido Avenue,,Mesa,AZ,85202,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,90,193770.86,,S,,,REP,,F57.12235,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,192,C90011891,,Traketra,,Daniels,,3265 W Lake  Mead #1303,,North Las Vegas,NV,89032,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,120,15269.82,,S,,,REP,,F57.10432,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,193,C90011891,,Traketra,,Daniels,,3265 W Lake  Mead #1303,,North Las Vegas,NV,89032,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,90,179496.06,,S,,,REP,,F57.11736,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,194,C90011891,,Scott,,Dannen,,22507 N Via De La Caballa,,Sun City West,AZ,85375,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,15,25294.74,,S,,,REP,,F57.10941,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,195,C90011891,,Daysha,,Darris,,1050 East Flamingo Suite 107,PMB 2050,Las Vegas,NV,89119,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,11-10-2024,187.5,157390.42,,S,,,REP,,F57.11843,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,196,C90011891,,Tyler,,Dejong,,1011 Norman Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,10-10-2024,120,142025.1,,S,,,REP,,F57.12037,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,197,C90011891,,Tyler,,Dejong,,1011 Norman Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,11-10-2024,105,159627.92,,S,,,REP,,F57.12038,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,198,C90011891,,Tyler,,Dejong,,1011 Norman Avenue,,Las Vegas,NV,89104,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,120,186903.06,,S,,,REP,,F57.12039,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,199,C90011891,,Jennifer,,DeJournett,,18094 Gladstone Blvd N,,Maple Grove,MN,55311,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door camvassing,09-10-2024,135.69,6894.45,,S,,,REP,,F57.10024,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,200,C90011891,,Jennifer,,DeJournett,,18094 Gladstone Blvd N,,Maple Grove,MN,55311,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,10-10-2024,135.69,136844.38,,S,,,REP,,F57.11133,2.02507E+17,IND,N,,,,,14-07-2025 14:48
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,696,C90011891,,Chase,,Roberts,,9780 Arch Canyon Court,,Las Vegas,NV,89149,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,75,8877.21,,S,,,REP,,F57.10146,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,697,C90011891,,Chase,,Roberts,,9780 Arch Canyon Court,,Las Vegas,NV,89149,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,225,174542.3,,S,,,REP,,F57.11573,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,698,C90011891,,Harold,,Roberts,,5206 Copse Drive,,Augusta,GA,30909,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,50,10719.81,,S,,,REP,,F57.10225,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,699,C90011891,,Scarlett,,Robinson,,3325 Strawberry Road Road,,Las Vegas,NV,89032,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,30,14463.54,,S,,,REP,,F57.10341,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,700,C90011891,,Lakecia,,Robinson Thomas,,9076 Green Meadow Drive,,Las Vegas,NV,89129,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,75,12173.56,,S,,,REP,,F57.10304,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,701,C90011891,,Alma,,Rodriguez,,1278 Ebbetts Pass,,Las Vegas,NV,89110,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,75,7842.21,,S,,,REP,,F57.10125,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,702,C90011891,,Alma,,Rodriguez,,1278 Ebbetts Pass,,Las Vegas,NV,89110,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,11-10-2024,123.75,152756.06,,S,,,REP,,F57.11560,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,703,C90011891,,Jacob,,Rodriguez,,1825 W Ray Road,,Chandler,AZ,85224,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,172.5,196848.94,,S,,,REP,,F57.12325,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,704,C90011891,,Juan,,Rodriguez,,6703 S 31st Drive,,Phoenix,AZ,85041,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,18.75,21619.73,,S,,,REP,,F57.10749,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,705,C90011891,,Monica,,Rodriguez,,2694 Mango Light Avenue,,North Las Vegas,NV,89086,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,11-10-2024,210,158862.92,,S,,,REP,,F57.11977,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,706,C90011891,,Yovanka,,Rodrizes,,2414 NW 12 Avenue,,Miami,FL,33127,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,62.5,27137.63,,S,,,REP,,F57.11062,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,707,C90011891,,Trisha,,Rogers,,POB 622,,Snowflake,AZ,85937,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,25,26700.13,,S,,,REP,,F57.11055,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,708,C90011891,,Dominic,,Rohan,,9568 Manassas Forge Drive,,Manassas,VA,20111,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,09-10-2024,37.5,3637.24,,S,,,REP,,F57.9910,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,709,C90011891,,Dominic,,Rohan,,9568 Manassas Forge Drive,,Manassas,VA,20111,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Phone bank,11-10-2024,137.5,147414.37,,S,,,REP,,F57.11243,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,710,C90011891,,Ethan,,Rombach,,12037 Jamestown Street NE,,Blaine,MN,55449,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,09-10-2024,45,6708.76,,S,,,REP,,F57.10021,2.02507E+17,IND,N,,,,,14-07-2025 14:49
,AMERICAN MAJORITY ACTION INC.,F5,f,1900837,711,C90011891,,Ethan,,Rombach,,12037 Jamestown Street NE,,Blaine,MN,55449,,,,,,P80001571,TRUMP,,DONALD J.,,,P,,,Door canvassing,12-10-2024,60,164118.58,,S,,,REP,,F57.11199,2.02507E+17,IND,N,,,,,14-07-2025 14:49
